sample,fastq_1,fastq_2,batch,run
6517,/labs/jandr/walter/tb/data/SU025/6517_S75_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/6517_S75_R2_001.fastq.gz,SU025,SU025
6534,/labs/jandr/walter/tb/data/SU025/6534_S76_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/6534_S76_R2_001.fastq.gz,SU025,SU025
711,/labs/jandr/walter/tb/data/SU025/711_S64_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/711_S64_R2_001.fastq.gz,SU025,SU025
8237,/labs/jandr/walter/tb/data/SU025/8237_S57_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/8237_S57_R2_001.fastq.gz,SU025,SU025
8248,/labs/jandr/walter/tb/data/SU025/8248_S19_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/8248_S19_R2_001.fastq.gz,SU025,SU025
8847-L737,/labs/jandr/walter/tb/data/SU025/8847-L737_S18_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/8847-L737_S18_R2_001.fastq.gz,SU025,SU025
CI2380983,/labs/jandr/walter/tb/data/SU025/CI2380983_S17_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/CI2380983_S17_R2_001.fastq.gz,SU025,SU025
CI352721,/labs/jandr/walter/tb/data/SU025/CI352721_S8_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/CI352721_S8_R2_001.fastq.gz,SU025,SU025
CI3619325YP,/labs/jandr/walter/tb/data/SU025/CI3619325YP_S10_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/CI3619325YP_S10_R2_001.fastq.gz,SU025,SU025
CR1058HUGOO,/labs/jandr/walter/tb/data/SU025/CR1058HUGOO_S66_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/CR1058HUGOO_S66_R2_001.fastq.gz,SU025,SU025
CR1181MENDEZN,/labs/jandr/walter/tb/data/SU025/CR1181MENDEZN_S70_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/CR1181MENDEZN_S70_R2_001.fastq.gz,SU025,SU025
CR208CP,/labs/jandr/walter/tb/data/SU025/CR208CP_S2_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/CR208CP_S2_R2_001.fastq.gz,SU025,SU025
CR262MEF,/labs/jandr/walter/tb/data/SU025/CR262MEF_S12_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/CR262MEF_S12_R2_001.fastq.gz,SU025,SU025
CR396RM,/labs/jandr/walter/tb/data/SU025/CR396RM_S14_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/CR396RM_S14_R2_001.fastq.gz,SU025,SU025
CR822_Jun22-2020,/labs/jandr/walter/tb/data/SU025/CR822_Jun22-2020_S68_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/CR822_Jun22-2020_S68_R2_001.fastq.gz,SU025,SU025
CR822_Mar30-2020,/labs/jandr/walter/tb/data/SU025/CR822_Mar30-2020_S13_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/CR822_Mar30-2020_S13_R2_001.fastq.gz,SU025,SU025
CR952,/labs/jandr/walter/tb/data/SU025/CR952_S69_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/CR952_S69_R2_001.fastq.gz,SU025,SU025
CR982,/labs/jandr/walter/tb/data/SU025/CR982_S3_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/CR982_S3_R2_001.fastq.gz,SU025,SU025
CR989SV,/labs/jandr/walter/tb/data/SU025/CR989SV_S9_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/CR989SV_S9_R2_001.fastq.gz,SU025,SU025
DerlisC,/labs/jandr/walter/tb/data/SU025/DerlisC_S11_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/DerlisC_S11_R2_001.fastq.gz,SU025,SU025
L10007,/labs/jandr/walter/tb/data/SU025/L10007_S38_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L10007_S38_R2_001.fastq.gz,SU025,SU025
L10011,/labs/jandr/walter/tb/data/SU025/L10011_S43_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L10011_S43_R2_001.fastq.gz,SU025,SU025
L10013,/labs/jandr/walter/tb/data/SU025/L10013_S54_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L10013_S54_R2_001.fastq.gz,SU025,SU025
L10023,/labs/jandr/walter/tb/data/SU025/L10023_S55_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L10023_S55_R2_001.fastq.gz,SU025,SU025
L10030,/labs/jandr/walter/tb/data/SU025/L10030_S20_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L10030_S20_R2_001.fastq.gz,SU025,SU025
L10038,/labs/jandr/walter/tb/data/SU025/L10038_S28_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L10038_S28_R2_001.fastq.gz,SU025,SU025
L10110,/labs/jandr/walter/tb/data/SU025/L10110_S33_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L10110_S33_R2_001.fastq.gz,SU025,SU025
L10116,/labs/jandr/walter/tb/data/SU025/L10116_S31_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L10116_S31_R2_001.fastq.gz,SU025,SU025
L10175,/labs/jandr/walter/tb/data/SU025/L10175_S97_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L10175_S97_R2_001.fastq.gz,SU025,SU025
L10213,/labs/jandr/walter/tb/data/SU025/L10213_S21_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L10213_S21_R2_001.fastq.gz,SU025,SU025
L10215,/labs/jandr/walter/tb/data/SU025/L10215_S30_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L10215_S30_R2_001.fastq.gz,SU025,SU025
L10218,/labs/jandr/walter/tb/data/SU025/L10218_S27_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L10218_S27_R2_001.fastq.gz,SU025,SU025
L1159,/labs/jandr/walter/tb/data/SU025/L1159_S114_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L1159_S114_R2_001.fastq.gz,SU025,SU025
L1165,/labs/jandr/walter/tb/data/SU025/L1165_S107_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L1165_S107_R2_001.fastq.gz,SU025,SU025
L1269,/labs/jandr/walter/tb/data/SU025/L1269_S103_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L1269_S103_R2_001.fastq.gz,SU025,SU025
L1374,/labs/jandr/walter/tb/data/SU025/L1374_S106_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L1374_S106_R2_001.fastq.gz,SU025,SU025
L1397,/labs/jandr/walter/tb/data/SU025/L1397_S87_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L1397_S87_R2_001.fastq.gz,SU025,SU025
L1426,/labs/jandr/walter/tb/data/SU025/L1426_S82_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L1426_S82_R2_001.fastq.gz,SU025,SU025
L1650,/labs/jandr/walter/tb/data/SU025/L1650_S81_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L1650_S81_R2_001.fastq.gz,SU025,SU025
L1704,/labs/jandr/walter/tb/data/SU025/L1704_S83_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L1704_S83_R2_001.fastq.gz,SU025,SU025
L1843,/labs/jandr/walter/tb/data/SU025/L1843_S111_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L1843_S111_R2_001.fastq.gz,SU025,SU025
L1860,/labs/jandr/walter/tb/data/SU025/L1860_S51_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L1860_S51_R2_001.fastq.gz,SU025,SU025
L195,/labs/jandr/walter/tb/data/SU025/L195_S52_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L195_S52_R2_001.fastq.gz,SU025,SU025
L19,/labs/jandr/walter/tb/data/SU025/L19_S112_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L19_S112_R2_001.fastq.gz,SU025,SU025
L209,/labs/jandr/walter/tb/data/SU025/L209_S113_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L209_S113_R2_001.fastq.gz,SU025,SU025
L2178,/labs/jandr/walter/tb/data/SU025/L2178_S49_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L2178_S49_R2_001.fastq.gz,SU025,SU025
L2217,/labs/jandr/walter/tb/data/SU025/L2217_S109_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L2217_S109_R2_001.fastq.gz,SU025,SU025
L2303,/labs/jandr/walter/tb/data/SU025/L2303_S92_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L2303_S92_R2_001.fastq.gz,SU025,SU025
L2384,/labs/jandr/walter/tb/data/SU025/L2384_S104_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L2384_S104_R2_001.fastq.gz,SU025,SU025
L2476,/labs/jandr/walter/tb/data/SU025/L2476_S84_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L2476_S84_R2_001.fastq.gz,SU025,SU025
L2486,/labs/jandr/walter/tb/data/SU025/L2486_S108_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L2486_S108_R2_001.fastq.gz,SU025,SU025
L2489,/labs/jandr/walter/tb/data/SU025/L2489_S86_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L2489_S86_R2_001.fastq.gz,SU025,SU025
L2496,/labs/jandr/walter/tb/data/SU025/L2496_S102_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L2496_S102_R2_001.fastq.gz,SU025,SU025
L2735,/labs/jandr/walter/tb/data/SU025/L2735_S110_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L2735_S110_R2_001.fastq.gz,SU025,SU025
L2772,/labs/jandr/walter/tb/data/SU025/L2772_S88_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L2772_S88_R2_001.fastq.gz,SU025,SU025
L2797,/labs/jandr/walter/tb/data/SU025/L2797_S85_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L2797_S85_R2_001.fastq.gz,SU025,SU025
L2858,/labs/jandr/walter/tb/data/SU025/L2858_S34_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L2858_S34_R2_001.fastq.gz,SU025,SU025
L2938,/labs/jandr/walter/tb/data/SU025/L2938_S25_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L2938_S25_R2_001.fastq.gz,SU025,SU025
L3160,/labs/jandr/walter/tb/data/SU025/L3160_S99_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L3160_S99_R2_001.fastq.gz,SU025,SU025
L3162,/labs/jandr/walter/tb/data/SU025/L3162_S98_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L3162_S98_R2_001.fastq.gz,SU025,SU025
L3179,/labs/jandr/walter/tb/data/SU025/L3179_S89_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L3179_S89_R2_001.fastq.gz,SU025,SU025
L3180,/labs/jandr/walter/tb/data/SU025/L3180_S90_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L3180_S90_R2_001.fastq.gz,SU025,SU025
L3182,/labs/jandr/walter/tb/data/SU025/L3182_S105_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L3182_S105_R2_001.fastq.gz,SU025,SU025
L3183,/labs/jandr/walter/tb/data/SU025/L3183_S91_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L3183_S91_R2_001.fastq.gz,SU025,SU025
L3234,/labs/jandr/walter/tb/data/SU025/L3234_S32_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L3234_S32_R2_001.fastq.gz,SU025,SU025
L3322,/labs/jandr/walter/tb/data/SU025/L3322_S24_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L3322_S24_R2_001.fastq.gz,SU025,SU025
L338,/labs/jandr/walter/tb/data/SU025/L338_S29_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L338_S29_R2_001.fastq.gz,SU025,SU025
L341,/labs/jandr/walter/tb/data/SU025/L341_S39_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L341_S39_R2_001.fastq.gz,SU025,SU025
L3528,/labs/jandr/walter/tb/data/SU025/L3528_S100_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L3528_S100_R2_001.fastq.gz,SU025,SU025
L3562,/labs/jandr/walter/tb/data/SU025/L3562_S101_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L3562_S101_R2_001.fastq.gz,SU025,SU025
L390,/labs/jandr/walter/tb/data/SU025/L390_S35_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L390_S35_R2_001.fastq.gz,SU025,SU025
L4562,/labs/jandr/walter/tb/data/SU025/L4562_S26_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L4562_S26_R2_001.fastq.gz,SU025,SU025
L4952,/labs/jandr/walter/tb/data/SU025/L4952_S50_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L4952_S50_R2_001.fastq.gz,SU025,SU025
L5837,/labs/jandr/walter/tb/data/SU025/L5837_S93_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L5837_S93_R2_001.fastq.gz,SU025,SU025
L595,/labs/jandr/walter/tb/data/SU025/L595_S53_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L595_S53_R2_001.fastq.gz,SU025,SU025
L606,/labs/jandr/walter/tb/data/SU025/L606_S41_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L606_S41_R2_001.fastq.gz,SU025,SU025
L610,/labs/jandr/walter/tb/data/SU025/L610_S45_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L610_S45_R2_001.fastq.gz,SU025,SU025
L6121,/labs/jandr/walter/tb/data/SU025/L6121_S46_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L6121_S46_R2_001.fastq.gz,SU025,SU025
L620,/labs/jandr/walter/tb/data/SU025/L620_S44_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L620_S44_R2_001.fastq.gz,SU025,SU025
L6630,/labs/jandr/walter/tb/data/SU025/L6630_S95_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L6630_S95_R2_001.fastq.gz,SU025,SU025
L731,/labs/jandr/walter/tb/data/SU025/L731_S40_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L731_S40_R2_001.fastq.gz,SU025,SU025
L7651,/labs/jandr/walter/tb/data/SU025/L7651_S96_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L7651_S96_R2_001.fastq.gz,SU025,SU025
L8118,/labs/jandr/walter/tb/data/SU025/L8118_S36_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L8118_S36_R2_001.fastq.gz,SU025,SU025
L8171,/labs/jandr/walter/tb/data/SU025/L8171_S94_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L8171_S94_R2_001.fastq.gz,SU025,SU025
L9639,/labs/jandr/walter/tb/data/SU025/L9639_S37_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L9639_S37_R2_001.fastq.gz,SU025,SU025
L9642,/labs/jandr/walter/tb/data/SU025/L9642_S48_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/L9642_S48_R2_001.fastq.gz,SU025,SU025
ONXELEI-807092,/labs/jandr/walter/tb/data/SU025/ONXELEI-807092_S63_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU025/ONXELEI-807092_S63_R2_001.fastq.gz,SU025,SU025
