sample,fastq_1,fastq_2,batch,run
250-5054,/labs/jandr/walter/tb/data/SU027/250-5054_S291_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/250-5054_S291_R2_001.fastq.gz,SU027,SU027
2924-5056,/labs/jandr/walter/tb/data/SU027/2924-5056_S293_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/2924-5056_S293_R2_001.fastq.gz,SU027,SU027
43235-L5211,/labs/jandr/walter/tb/data/SU027/43235-L5211_S281_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/43235-L5211_S281_R2_001.fastq.gz,SU027,SU027
43283-L5889,/labs/jandr/walter/tb/data/SU027/43283-L5889_S277_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/43283-L5889_S277_R2_001.fastq.gz,SU027,SU027
43347-L5975,/labs/jandr/walter/tb/data/SU027/43347-L5975_S271_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/43347-L5975_S271_R2_001.fastq.gz,SU027,SU027
43445-L6268,/labs/jandr/walter/tb/data/SU027/43445-L6268_S266_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/43445-L6268_S266_R2_001.fastq.gz,SU027,SU027
43514-L6519,/labs/jandr/walter/tb/data/SU027/43514-L6519_S269_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/43514-L6519_S269_R2_001.fastq.gz,SU027,SU027
5751,/labs/jandr/walter/tb/data/SU027/5751_S283_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/5751_S283_R2_001.fastq.gz,SU027,SU027
5982-L5795,/labs/jandr/walter/tb/data/SU027/5982-L5795_S275_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/5982-L5795_S275_R2_001.fastq.gz,SU027,SU027
6070-L5267,/labs/jandr/walter/tb/data/SU027/6070-L5267_S276_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6070-L5267_S276_R2_001.fastq.gz,SU027,SU027
6100,/labs/jandr/walter/tb/data/SU027/6100_S5_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6100_S5_R2_001.fastq.gz,SU027,SU027
6117,/labs/jandr/walter/tb/data/SU027/6117_S6_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6117_S6_R2_001.fastq.gz,SU027,SU027
6476,/labs/jandr/walter/tb/data/SU027/6476_S8_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6476_S8_R2_001.fastq.gz,SU027,SU027
6568,/labs/jandr/walter/tb/data/SU027/6568_S7_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6568_S7_R2_001.fastq.gz,SU027,SU027
6583,/labs/jandr/walter/tb/data/SU027/6583_S128_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6583_S128_R2_001.fastq.gz,SU027,SU027
6592,/labs/jandr/walter/tb/data/SU027/6592_S129_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6592_S129_R2_001.fastq.gz,SU027,SU027
6595,/labs/jandr/walter/tb/data/SU027/6595_S164_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6595_S164_R2_001.fastq.gz,SU027,SU027
6597,/labs/jandr/walter/tb/data/SU027/6597_S130_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6597_S130_R2_001.fastq.gz,SU027,SU027
6610,/labs/jandr/walter/tb/data/SU027/6610_S131_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6610_S131_R2_001.fastq.gz,SU027,SU027
6628,/labs/jandr/walter/tb/data/SU027/6628_S160_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6628_S160_R2_001.fastq.gz,SU027,SU027
662AldoG,/labs/jandr/walter/tb/data/SU027/662AldoG_S261_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/662AldoG_S261_R2_001.fastq.gz,SU027,SU027
6645,/labs/jandr/walter/tb/data/SU027/6645_S161_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6645_S161_R2_001.fastq.gz,SU027,SU027
6656,/labs/jandr/walter/tb/data/SU027/6656_S162_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6656_S162_R2_001.fastq.gz,SU027,SU027
6680,/labs/jandr/walter/tb/data/SU027/6680_S163_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6680_S163_R2_001.fastq.gz,SU027,SU027
6687,/labs/jandr/walter/tb/data/SU027/6687_S199_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6687_S199_R2_001.fastq.gz,SU027,SU027
6715,/labs/jandr/walter/tb/data/SU027/6715_S165_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6715_S165_R2_001.fastq.gz,SU027,SU027
6755,/labs/jandr/walter/tb/data/SU027/6755_S204_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6755_S204_R2_001.fastq.gz,SU027,SU027
6758,/labs/jandr/walter/tb/data/SU027/6758_S203_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6758_S203_R2_001.fastq.gz,SU027,SU027
6771,/labs/jandr/walter/tb/data/SU027/6771_S205_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6771_S205_R2_001.fastq.gz,SU027,SU027
6774,/labs/jandr/walter/tb/data/SU027/6774_S206_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6774_S206_R2_001.fastq.gz,SU027,SU027
6780,/labs/jandr/walter/tb/data/SU027/6780_S224_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6780_S224_R2_001.fastq.gz,SU027,SU027
6797,/labs/jandr/walter/tb/data/SU027/6797_S225_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6797_S225_R2_001.fastq.gz,SU027,SU027
6805,/labs/jandr/walter/tb/data/SU027/6805_S226_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6805_S226_R2_001.fastq.gz,SU027,SU027
6806,/labs/jandr/walter/tb/data/SU027/6806_S227_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6806_S227_R2_001.fastq.gz,SU027,SU027
6810,/labs/jandr/walter/tb/data/SU027/6810_S228_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6810_S228_R2_001.fastq.gz,SU027,SU027
6811,/labs/jandr/walter/tb/data/SU027/6811_S229_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/6811_S229_R2_001.fastq.gz,SU027,SU027
7422331CE,/labs/jandr/walter/tb/data/SU027/7422331CE_S264_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/7422331CE_S264_R2_001.fastq.gz,SU027,SU027
8004,/labs/jandr/walter/tb/data/SU027/8004_S287_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/8004_S287_R2_001.fastq.gz,SU027,SU027
8157,/labs/jandr/walter/tb/data/SU027/8157_S288_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/8157_S288_R2_001.fastq.gz,SU027,SU027
8159,/labs/jandr/walter/tb/data/SU027/8159_S286_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/8159_S286_R2_001.fastq.gz,SU027,SU027
8178-L6345,/labs/jandr/walter/tb/data/SU027/8178-L6345_S279_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/8178-L6345_S279_R2_001.fastq.gz,SU027,SU027
827-L4427,/labs/jandr/walter/tb/data/SU027/827-L4427_S282_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/827-L4427_S282_R2_001.fastq.gz,SU027,SU027
83564,/labs/jandr/walter/tb/data/SU027/83564_S37_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/83564_S37_R2_001.fastq.gz,SU027,SU027
841-L5520,/labs/jandr/walter/tb/data/SU027/841-L5520_S270_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/841-L5520_S270_R2_001.fastq.gz,SU027,SU027
86289-5873,/labs/jandr/walter/tb/data/SU027/86289-5873_S289_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/86289-5873_S289_R2_001.fastq.gz,SU027,SU027
86311-5389,/labs/jandr/walter/tb/data/SU027/86311-5389_S290_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/86311-5389_S290_R2_001.fastq.gz,SU027,SU027
8919-L5463,/labs/jandr/walter/tb/data/SU027/8919-L5463_S278_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/8919-L5463_S278_R2_001.fastq.gz,SU027,SU027
9519-L5306,/labs/jandr/walter/tb/data/SU027/9519-L5306_S272_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/9519-L5306_S272_R2_001.fastq.gz,SU027,SU027
9540-L5362,/labs/jandr/walter/tb/data/SU027/9540-L5362_S273_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/9540-L5362_S273_R2_001.fastq.gz,SU027,SU027
CatalinaV,/labs/jandr/walter/tb/data/SU027/CatalinaV_S295_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/CatalinaV_S295_R2_001.fastq.gz,SU027,SU027
CI5387165,/labs/jandr/walter/tb/data/SU027/CI5387165_S256_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/CI5387165_S256_R2_001.fastq.gz,SU027,SU027
CR1153N,/labs/jandr/walter/tb/data/SU027/CR1153N_S260_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/CR1153N_S260_R2_001.fastq.gz,SU027,SU027
CR305,/labs/jandr/walter/tb/data/SU027/CR305_S253_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/CR305_S253_R2_001.fastq.gz,SU027,SU027
CR319,/labs/jandr/walter/tb/data/SU027/CR319_S246_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/CR319_S246_R2_001.fastq.gz,SU027,SU027
CR333,/labs/jandr/walter/tb/data/SU027/CR333_S245_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/CR333_S245_R2_001.fastq.gz,SU027,SU027
CR335,/labs/jandr/walter/tb/data/SU027/CR335_S249_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/CR335_S249_R2_001.fastq.gz,SU027,SU027
CR384,/labs/jandr/walter/tb/data/SU027/CR384_S252_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/CR384_S252_R2_001.fastq.gz,SU027,SU027
CR411,/labs/jandr/walter/tb/data/SU027/CR411_S254_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/CR411_S254_R2_001.fastq.gz,SU027,SU027
CR454,/labs/jandr/walter/tb/data/SU027/CR454_S247_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/CR454_S247_R2_001.fastq.gz,SU027,SU027
CR585,/labs/jandr/walter/tb/data/SU027/CR585_S262_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/CR585_S262_R2_001.fastq.gz,SU027,SU027
CR797CDE,/labs/jandr/walter/tb/data/SU027/CR797CDE_S258_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/CR797CDE_S258_R2_001.fastq.gz,SU027,SU027
CR979,/labs/jandr/walter/tb/data/SU027/CR979_S263_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/CR979_S263_R2_001.fastq.gz,SU027,SU027
CR986RT,/labs/jandr/walter/tb/data/SU027/CR986RT_S257_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/CR986RT_S257_R2_001.fastq.gz,SU027,SU027
HibinoM,/labs/jandr/walter/tb/data/SU027/HibinoM_S259_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/HibinoM_S259_R2_001.fastq.gz,SU027,SU027
IsabelinoG,/labs/jandr/walter/tb/data/SU027/IsabelinoG_S255_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/IsabelinoG_S255_R2_001.fastq.gz,SU027,SU027
L10036,/labs/jandr/walter/tb/data/SU027/L10036_S58_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L10036_S58_R2_001.fastq.gz,SU027,SU027
L10173,/labs/jandr/walter/tb/data/SU027/L10173_S75_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L10173_S75_R2_001.fastq.gz,SU027,SU027
L10174,/labs/jandr/walter/tb/data/SU027/L10174_S57_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L10174_S57_R2_001.fastq.gz,SU027,SU027
L1037,/labs/jandr/walter/tb/data/SU027/L1037_S48_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1037_S48_R2_001.fastq.gz,SU027,SU027
L1039,/labs/jandr/walter/tb/data/SU027/L1039_S101_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1039_S101_R2_001.fastq.gz,SU027,SU027
L1156,/labs/jandr/walter/tb/data/SU027/L1156_S120_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1156_S120_R2_001.fastq.gz,SU027,SU027
L1162,/labs/jandr/walter/tb/data/SU027/L1162_S127_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1162_S127_R2_001.fastq.gz,SU027,SU027
L1169,/labs/jandr/walter/tb/data/SU027/L1169_S230_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1169_S230_R2_001.fastq.gz,SU027,SU027
L1215,/labs/jandr/walter/tb/data/SU027/L1215_S110_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1215_S110_R2_001.fastq.gz,SU027,SU027
L1217,/labs/jandr/walter/tb/data/SU027/L1217_S53_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1217_S53_R2_001.fastq.gz,SU027,SU027
L1219,/labs/jandr/walter/tb/data/SU027/L1219_S11_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1219_S11_R2_001.fastq.gz,SU027,SU027
L1220,/labs/jandr/walter/tb/data/SU027/L1220_S31_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1220_S31_R2_001.fastq.gz,SU027,SU027
L1221,/labs/jandr/walter/tb/data/SU027/L1221_S167_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1221_S167_R2_001.fastq.gz,SU027,SU027
L1222,/labs/jandr/walter/tb/data/SU027/L1222_S47_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1222_S47_R2_001.fastq.gz,SU027,SU027
L1354,/labs/jandr/walter/tb/data/SU027/L1354_S85_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1354_S85_R2_001.fastq.gz,SU027,SU027
L1361,/labs/jandr/walter/tb/data/SU027/L1361_S32_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1361_S32_R2_001.fastq.gz,SU027,SU027
L1375,/labs/jandr/walter/tb/data/SU027/L1375_S117_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1375_S117_R2_001.fastq.gz,SU027,SU027
L1384,/labs/jandr/walter/tb/data/SU027/L1384_S3_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1384_S3_R2_001.fastq.gz,SU027,SU027
L1385,/labs/jandr/walter/tb/data/SU027/L1385_S121_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1385_S121_R2_001.fastq.gz,SU027,SU027
L1387-dup,/labs/jandr/walter/tb/data/SU027/L1387-dup_S126_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1387-dup_S126_R2_001.fastq.gz,SU027,SU027
L1387,/labs/jandr/walter/tb/data/SU027/L1387_S2_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1387_S2_R2_001.fastq.gz,SU027,SU027
L1389,/labs/jandr/walter/tb/data/SU027/L1389_S55_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1389_S55_R2_001.fastq.gz,SU027,SU027
L1405,/labs/jandr/walter/tb/data/SU027/L1405_S153_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1405_S153_R2_001.fastq.gz,SU027,SU027
L1411,/labs/jandr/walter/tb/data/SU027/L1411_S125_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1411_S125_R2_001.fastq.gz,SU027,SU027
L1522,/labs/jandr/walter/tb/data/SU027/L1522_S71_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1522_S71_R2_001.fastq.gz,SU027,SU027
L1568,/labs/jandr/walter/tb/data/SU027/L1568_S44_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1568_S44_R2_001.fastq.gz,SU027,SU027
L1569,/labs/jandr/walter/tb/data/SU027/L1569_S38_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1569_S38_R2_001.fastq.gz,SU027,SU027
L1632,/labs/jandr/walter/tb/data/SU027/L1632_S102_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1632_S102_R2_001.fastq.gz,SU027,SU027
L1639,/labs/jandr/walter/tb/data/SU027/L1639_S86_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1639_S86_R2_001.fastq.gz,SU027,SU027
L1647,/labs/jandr/walter/tb/data/SU027/L1647_S70_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1647_S70_R2_001.fastq.gz,SU027,SU027
L1648,/labs/jandr/walter/tb/data/SU027/L1648_S112_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1648_S112_R2_001.fastq.gz,SU027,SU027
L1660,/labs/jandr/walter/tb/data/SU027/L1660_S88_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1660_S88_R2_001.fastq.gz,SU027,SU027
L1666,/labs/jandr/walter/tb/data/SU027/L1666_S114_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1666_S114_R2_001.fastq.gz,SU027,SU027
L1668,/labs/jandr/walter/tb/data/SU027/L1668_S25_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1668_S25_R2_001.fastq.gz,SU027,SU027
L1749,/labs/jandr/walter/tb/data/SU027/L1749_S24_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1749_S24_R2_001.fastq.gz,SU027,SU027
L1754,/labs/jandr/walter/tb/data/SU027/L1754_S122_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1754_S122_R2_001.fastq.gz,SU027,SU027
L17,/labs/jandr/walter/tb/data/SU027/L17_S36_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L17_S36_R2_001.fastq.gz,SU027,SU027
L1834,/labs/jandr/walter/tb/data/SU027/L1834_S113_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1834_S113_R2_001.fastq.gz,SU027,SU027
L189,/labs/jandr/walter/tb/data/SU027/L189_S35_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L189_S35_R2_001.fastq.gz,SU027,SU027
L1926,/labs/jandr/walter/tb/data/SU027/L1926_S189_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1926_S189_R2_001.fastq.gz,SU027,SU027
L1947,/labs/jandr/walter/tb/data/SU027/L1947_S66_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1947_S66_R2_001.fastq.gz,SU027,SU027
L1991,/labs/jandr/walter/tb/data/SU027/L1991_S54_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L1991_S54_R2_001.fastq.gz,SU027,SU027
L2014,/labs/jandr/walter/tb/data/SU027/L2014_S115_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2014_S115_R2_001.fastq.gz,SU027,SU027
L2046,/labs/jandr/walter/tb/data/SU027/L2046_S72_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2046_S72_R2_001.fastq.gz,SU027,SU027
L207,/labs/jandr/walter/tb/data/SU027/L207_S40_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L207_S40_R2_001.fastq.gz,SU027,SU027
L2196,/labs/jandr/walter/tb/data/SU027/L2196_S207_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2196_S207_R2_001.fastq.gz,SU027,SU027
L2285,/labs/jandr/walter/tb/data/SU027/L2285_S52_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2285_S52_R2_001.fastq.gz,SU027,SU027
L2300,/labs/jandr/walter/tb/data/SU027/L2300_S29_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2300_S29_R2_001.fastq.gz,SU027,SU027
L2379,/labs/jandr/walter/tb/data/SU027/L2379_S87_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2379_S87_R2_001.fastq.gz,SU027,SU027
L2474,/labs/jandr/walter/tb/data/SU027/L2474_S33_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2474_S33_R2_001.fastq.gz,SU027,SU027
L2475,/labs/jandr/walter/tb/data/SU027/L2475_S34_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2475_S34_R2_001.fastq.gz,SU027,SU027
L2478,/labs/jandr/walter/tb/data/SU027/L2478_S39_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2478_S39_R2_001.fastq.gz,SU027,SU027
L2479,/labs/jandr/walter/tb/data/SU027/L2479_S45_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2479_S45_R2_001.fastq.gz,SU027,SU027
L2481,/labs/jandr/walter/tb/data/SU027/L2481_S50_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2481_S50_R2_001.fastq.gz,SU027,SU027
L2482,/labs/jandr/walter/tb/data/SU027/L2482_S43_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2482_S43_R2_001.fastq.gz,SU027,SU027
L2499,/labs/jandr/walter/tb/data/SU027/L2499_S49_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2499_S49_R2_001.fastq.gz,SU027,SU027
L2607,/labs/jandr/walter/tb/data/SU027/L2607_S155_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2607_S155_R2_001.fastq.gz,SU027,SU027
L2684,/labs/jandr/walter/tb/data/SU027/L2684_S156_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2684_S156_R2_001.fastq.gz,SU027,SU027
L2685,/labs/jandr/walter/tb/data/SU027/L2685_S30_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2685_S30_R2_001.fastq.gz,SU027,SU027
L2736,/labs/jandr/walter/tb/data/SU027/L2736_S12_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2736_S12_R2_001.fastq.gz,SU027,SU027
L2737,/labs/jandr/walter/tb/data/SU027/L2737_S9_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2737_S9_R2_001.fastq.gz,SU027,SU027
L2738,/labs/jandr/walter/tb/data/SU027/L2738_S159_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2738_S159_R2_001.fastq.gz,SU027,SU027
L2890,/labs/jandr/walter/tb/data/SU027/L2890_S158_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2890_S158_R2_001.fastq.gz,SU027,SU027
L2958,/labs/jandr/walter/tb/data/SU027/L2958_S83_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2958_S83_R2_001.fastq.gz,SU027,SU027
L2961,/labs/jandr/walter/tb/data/SU027/L2961_S13_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L2961_S13_R2_001.fastq.gz,SU027,SU027
L3068,/labs/jandr/walter/tb/data/SU027/L3068_S15_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L3068_S15_R2_001.fastq.gz,SU027,SU027
L3124,/labs/jandr/walter/tb/data/SU027/L3124_S10_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L3124_S10_R2_001.fastq.gz,SU027,SU027
L3157,/labs/jandr/walter/tb/data/SU027/L3157_S16_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L3157_S16_R2_001.fastq.gz,SU027,SU027
L3159,/labs/jandr/walter/tb/data/SU027/L3159_S19_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L3159_S19_R2_001.fastq.gz,SU027,SU027
L3161,/labs/jandr/walter/tb/data/SU027/L3161_S169_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L3161_S169_R2_001.fastq.gz,SU027,SU027
L3166,/labs/jandr/walter/tb/data/SU027/L3166_S4_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L3166_S4_R2_001.fastq.gz,SU027,SU027
L3224,/labs/jandr/walter/tb/data/SU027/L3224_S152_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L3224_S152_R2_001.fastq.gz,SU027,SU027
L3298,/labs/jandr/walter/tb/data/SU027/L3298_S192_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L3298_S192_R2_001.fastq.gz,SU027,SU027
L3310,/labs/jandr/walter/tb/data/SU027/L3310_S28_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L3310_S28_R2_001.fastq.gz,SU027,SU027
L3313,/labs/jandr/walter/tb/data/SU027/L3313_S157_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L3313_S157_R2_001.fastq.gz,SU027,SU027
L3338,/labs/jandr/walter/tb/data/SU027/L3338_S154_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L3338_S154_R2_001.fastq.gz,SU027,SU027
L3465,/labs/jandr/walter/tb/data/SU027/L3465_S68_R1_001.fastq.gz,/labs/jandr/walter/tb/data/SU027/L3465_S68_R2_001.fastq.gz,SU027,SU027
